approach,runs,mean_final_best,std_final_best,min_final_best,max_final_best
point_only,10,12.57186147987659,0.3315089635715459,12.132455532033676,13.06287388383278
mixed,10,12.645523440405182,0.2495912874656697,12.207106781186548,12.9
random_search,10,14.341705194756551,0.23706748070699982,14.024845673131658,14.772077843177478
